"employee_id","Experience_Category","claim_id","paid_cost$","loss_location_at","loss_location_on","city_of_incident","apta_desc","asset_vehicle_year","asset_manufacturer","loss_date","lat","long","formatted_address","years","cost_range","bus_age"
389996,">60 Months",231314,882.16,NA,"UBC Loop","Vancouver","Collisions with Other Vehicles (at G/C)",NA,"WF",2017-10-16,49.3280242,-123.1556756,"1454 Marine Dr, West Vancouver, BC V7T 1B7, Canada",2017,"Level2 ($200-$1.000)",NA
389997,">60 Months",216352,3000,"Seymour St","Cordova St","Vancouver","Collisions with Objects",2009,"NOV",2016-05-23,49.2853274,-123.1118627,"W Cordova St & Seymour St, Vancouver, BC V6B 0A4, Canada",2016,"Level3 ($1.000-$10.000)",7
389999,">60 Months",176245,0,"BIDWELL","ROBSON","Vancouver","Collisions with People",NA,NA,2012-01-09,49.2904628,-123.1338671,"Robson St & Bidwell St, Vancouver, BC V6G 1C8, Canada",2012,"Level1 (<$200)",NA
389999,">60 Months",190036,0,"Davie St","Howe St","Vancouver","Collisions with Other Vehicles",2006,"WF",2013-06-15,49.277807,-123.1272001,"Davie St & Howe St, Vancouver, BC V6Z 0A8, Canada",2013,"Level1 (<$200)",7
389999,">60 Months",201757,3000,"DUNSMUIR","HOWE","Vancouver","Collisions with Objects",2007,"NOV",2014-11-04,49.2842678,-123.1174393,"Howe St & Dunsmuir St, Vancouver, BC V6C 2T6, Canada",2014,"Level3 ($1.000-$10.000)",7
389999,">60 Months",224387,374.86,"Alma St","W Broadway","Vancouver","Collisions with Objects",2006,"WF",2017-02-23,49.2643679,-123.1858577,"W Broadway & Alma St, Vancouver, BC V6R 2B7, Canada",2017,"Level2 ($200-$1.000)",11
389999,">60 Months",227771,2320.26,"Dunbar St","W 41 Ave","Vancouver","Collisions with Objects",2007,"NOV",2017-06-16,49.2347729,-123.1852952,"Dunbar St & W 41st Ave, Vancouver, BC V6N 3E7, Canada",2017,"Level3 ($1.000-$10.000)",10
389999,">60 Months",237169,0,"Stanley Park Dr","Pipeline Rd","Vancouver","Collisions with Objects",2006,"WF",2018-05-15,49.3102218,-123.1378073,"Stanley Park Dr & Pipeline Rd, Vancouver, BC V6G, Canada",2018,"Level1 (<$200)",12
389999,">60 Months",257180,0,"Main St","E 41 Ave","Vancouver","Collisions with Objects",2019,"WF",2020-03-30,49.2330433,-123.101514,"Main St & E 41st Ave, Vancouver, BC V5W, Canada",2020,"Level1 (<$200)",1
390000,">60 Months",254731,797.12,NA,"Langley Centre Bay 5","Langley","Collisions with Objects",2006,"WF",2019-12-19,49.106449,-122.654727,"Langley Centre @ Bay 5, Langley City, BC V3A 4L9, Canada",2019,"Level2 ($200-$1.000)",13
240223,">60 Months",187003,0,"WEBSTER RD","RIVER RD","Delta","Collisions with Other Vehicles",2006,"WF",2013-01-29,49.1493614,-122.9961688,"Webster Rd & River Rd, Delta, BC V4G 1B4, Canada",2013,"Level1 (<$200)",7
393105,">60 Months",174890,2384.3,NA,"SURREY CENTRAL STATION LOOP","Surrey","Collisions with Other Vehicles",NA,NA,2011-08-31,49.1896129,-122.8479484,"Surrey Central Station, 14479 106 Ave, Surrey, BC V3R 1S9, Canada",2011,"Level3 ($1.000-$10.000)",NA
393105,">60 Months",180928,2298.02,"16 AVE","152 St","Surrey","Collisions with Other Vehicles",1998,"WF",2012-05-12,49.0311693,-122.8011601,"16 Ave & 152 St, Surrey, BC V4A, Canada",2012,"Level3 ($1.000-$10.000)",14
393105,">60 Months",188971,383.77,"203 St","56 Ave","Langley","Collisions with Objects",2006,"WF",2013-05-03,49.1041223,-122.6602098,"203 St & 56 Ave, Langley City, BC V3A 4B3, Canada",2013,"Level2 ($200-$1.000)",7
393105,">60 Months",191807,1285.72,NA,"Surrey Central Loop","Surrey","Collisions with Objects",2006,"WF",2013-08-23,49.1896129,-122.8479484,"Surrey Central Station, 14479 106 Ave, Surrey, BC V3R 1S9, Canada",2013,"Level3 ($1.000-$10.000)",7
393105,">60 Months",191809,430.35,"160 St","84 Ave","Surrey","Collisions with Objects",2006,"WF",2013-08-23,49.15543,-122.7788408,"84 Ave & 160 St, Surrey, BC V4N, Canada",2013,"Level2 ($200-$1.000)",7
393105,">60 Months",217618,470.05,"96 Ave","123A St","Surrey","Collisions with Objects",1999,"WF",2016-07-03,49.177159,-122.880521,"123a St & 96 Ave, Surrey, BC V3V 1W8, Canada",2016,"Level2 ($200-$1.000)",17
393105,">60 Months",235003,2633.21,"No. 3 Rd","Cook Rd","Richmond","Collisions with Other Vehicles",2000,"WF",2018-02-26,49.1665178,-123.1364742,"Cook Rd & Number 3 Rd, Richmond, BC V6Y 0A2, Canada",2018,"Level3 ($1.000-$10.000)",18
389970,">60 Months",193091,272.51,"Canada Way","Edmonds St","Burnaby","Collisions with Objects",2007,"NOV",2013-10-24,49.224091,-122.9411633,"Canada Way & Edmonds St, Burnaby, BC V5E 3R7, Canada",2013,"Level2 ($200-$1.000)",6
389970,">60 Months",202561,399.02,"Bainbridge Ave","Broadway","Burnaby","Collisions with Other Vehicles",2007,"NOV",2014-12-02,49.26135,-122.955927,"Bainbridge Ave & Broadway, Burnaby, BC V5A 1R7, Canada",2014,"Level2 ($200-$1.000)",7
389970,">60 Months",224200,0,"W Georgia St","Hamilton St","Vancouver","Collisions with Objects",2008,"NOV",2017-01-29,49.2799628,-123.1142285,"W Georgia St & Hamilton St, Vancouver, BC V6B 6B1, Canada",2017,"Level1 (<$200)",9
389970,">60 Months",238830,632.71,"E 15th St","Bewicke Ave","North Vancouver","Collisions with Other Vehicles",2007,NA,2018-07-07,49.3222572,-123.0912662,"Bewicke Ave & 15th St W, North Vancouver, BC V7M 3B8, Canada",2018,"Level2 ($200-$1.000)",11
389970,">60 Months",243582,2577.87,"Kootenay St","W Hastings St","Vancouver","Collisions with Objects (at G/C)",2007,"NOV",2018-12-22,49.2811202,-123.0256976,"Kootenay St & E Hastings St, Vancouver, BC V5K 2A9, Canada",2018,"Level3 ($1.000-$10.000)",11
389971,">60 Months",191459,2336.53,"CARRALL ST","HASTINGS ST",NA,"Collisions with Other Vehicles",NA,NA,2013-08-14,49.281494,-123.1043349,"Carrall St & W Hastings St, Vancouver, BC V6A 1M9, Canada",2013,"Level3 ($1.000-$10.000)",NA
389971,">60 Months",206031,0,"E Pender St","Homer St","Vancouver","Collisions with Other Vehicles",2006,"WF",2015-04-30,49.282763,-123.1119172,"Homer St & W Pender St, Vancouver, BC V6B 2V6, Canada",2015,"Level1 (<$200)",9
389972,">60 Months",197962,1543.24,"E 20th Ave","Knight St","Vancouver","Collisions with Other Vehicles",2009,"NOV",2014-05-20,49.252591,-123.0760813,"Knight St & E 20th Ave, Vancouver, BC V5N 3L3, Canada",2014,"Level3 ($1.000-$10.000)",5
389947,">60 Months",194661,3000,"103 Ave","City Pky","Surrey","Collisions with Other Vehicles",1998,"WF",2013-12-29,49.1944856,-122.8481893,"City Pkwy, Surrey, BC V3T, Canada",2013,"Level3 ($1.000-$10.000)",15
389947,">60 Months",211454,5438.08,"168 St","Fraser Hwy","Surrey","Collisions with Other Vehicles",2006,"WF",2015-11-20,49.1479833,-122.7563848,"Fraser Hwy & 168 St, Surrey, BC V4N, Canada",2015,"Level3 ($1.000-$10.000)",9
389947,">60 Months",215096,0,"Howes St","Hwy 91","New Westminster","Collisions with Other Vehicles",2006,"WF",2016-04-04,49.1865816,-122.947007,"Howes St, New Westminster, BC V3M, Canada",2016,"Level1 (<$200)",10
389947,">60 Months",219280,1764.5,"Brook Rd","River Rd","Delta","Collisions with Other Vehicles",2006,"WF",2016-08-28,49.165268,-122.92639,"Brooke Rd & River Rd, Delta, BC V4C 2R9, Canada",2016,"Level3 ($1.000-$10.000)",10
389947,">60 Months",245072,387.31,"32 Ave","200 St","Langley","Collisions with Objects",2006,"WF",2019-01-29,49.0601964,-122.6694895,"32 Ave & 200 St, Langley Twp, BC V3A 4W3, Canada",2019,"Level2 ($200-$1.000)",13
389949,">60 Months",235619,152.95,"Renfrew St","W Hastings St","Vancouver","Collisions with Other Vehicles",2006,"WF",2018-03-19,49.2876187,-123.1196946,"1066W Hastings St, Vancouver, BC V6E 2M6, Canada",2018,"Level1 (<$200)",12
389980,">60 Months",186212,0,"BURRARD ST","PENDER ST","Vancouver","Collisions with Other Vehicles",2000,"WF",2012-12-21,49.2865925,-123.117793,"Burrard St & W Pender St, Vancouver, BC V6C 1M2, Canada",2012,"Level1 (<$200)",12
389980,">60 Months",189591,285.93,"Cambie St","W Hastings St","Vancouver","Collisions with Objects",2006,"WF",2013-05-24,49.2825406,-123.1095738,"Cambie St & W Hastings St, Vancouver, BC V6B 2N4, Canada",2013,"Level2 ($200-$1.000)",7
389980,">60 Months",192457,0,"BAY 3","Braid Station","New Westminster","Collisions with People",2000,"WF",2013-09-09,49.23321,-122.883024,"Braid Station @ Bay 3, New Westminster, BC V3L, Canada",2013,"Level1 (<$200)",13
389980,">60 Months",199542,0,"Schoolhouse St","Rochester Ave","Coquitlam","Collisions with Other Vehicles",2006,"WF",2014-07-31,49.2450629,-122.8524611,"Rochester Ave & Schoolhouse St, Coquitlam, BC V3K 5S8, Canada",2014,"Level1 (<$200)",8
389980,">60 Months",214947,0,"Bernatchey St","Brunette Ave","Coquitlam","Collisions with Other Vehicles",NA,"WF",2016-04-01,49.2353608,-122.8757989,"Brunette Ave & Bernatchey St, Coquitlam, BC V3K, Canada",2016,"Level1 (<$200)",NA
389980,">60 Months",222982,0,"Robson St","Seymour St","Vancouver","Collisions with Other Vehicles",2006,"WF",2017-01-08,49.2807267,-123.1188413,"Robson St & Seymour St, Vancouver, BC V6B 2B9, Canada",2017,"Level1 (<$200)",11
389982,">60 Months",239422,525.31,"300 Blk","Washington Dr","Port Moody","Collisions with Objects",2001,"OBI",2018-08-01,49.2869809,-122.8723505,"Washington Dr, Port Moody, BC V3H 3K8, Canada",2018,"Level2 ($200-$1.000)",17
389983,">60 Months",181924,398.04,"SMITHE DIVERSION","BURRARD STREET","Vancouver","Collisions with Other Vehicles",2006,"WF",2012-06-23,49.2759934,-123.1337743,"Burrard St, Vancouver, BC, Canada",2012,"Level2 ($200-$1.000)",6
389983,">60 Months",183963,373.43,"CARRRALL","HASTINGS","Vancouver","Collisions with Objects",2006,"WF",2012-09-18,49.281494,-123.1043349,"Carrall St & E Hastings St, Vancouver, BC V6A 1M9, Canada",2012,"Level2 ($200-$1.000)",6
389983,">60 Months",188640,0,"National Ave","Main St","Vancouver","Collisions with People",2007,"WF",2013-04-19,49.2749718,-123.1000212,"Main St & National Ave, Vancouver, BC V6A 4L4, Canada",2013,"Level1 (<$200)",6
389983,">60 Months",195557,1751.06,"Smithe St","Burrard St","Vancouver","Collisions with Objects",2006,"WF",2014-02-07,49.2822538,-123.1244464,"Burrard St & Smithe St, Vancouver, BC V6Z 2K7, Canada",2014,"Level3 ($1.000-$10.000)",8
389983,">60 Months",235986,374.87,"Denman St","Davie St","Vancouver","Collisions with Objects (at G/C)",2006,"WF",2018-03-31,49.287273,-123.1418124,"Denman St & Davie St, Vancouver, BC V6G, Canada",2018,"Level2 ($200-$1.000)",12
389983,">60 Months",248340,0,"Thurlow St","Davie St","Vancouver","Collisions with Other Vehicles",2006,"WF",2019-06-03,49.2803931,-123.1311967,"Davie St & Thurlow St, Vancouver, BC V6E 1M5, Canada",2019,"Level1 (<$200)",13
389984,">60 Months",187621,140.42,"UNIVERSITY ST","104 AVE","Surrey","Collisions with Objects (at G/C)",2007,"GMCCL",2013-02-25,49.1916957,-122.8505542,"104 Ave & University Dr, Surrey, BC V3T, Canada",2013,"Level1 (<$200)",6
389989,">60 Months",183281,111.73,NA,"King George Hwy","Surrey","Collisions with Other Vehicles",1998,"WF",2012-08-20,49.1076089,-122.8350549,"King George Blvd, Surrey, BC, Canada",2012,"Level1 (<$200)",14
389989,">60 Months",194311,759.31,NA,"LANGLEY CENTRE",NA,"Collisions with Objects",2006,"WF",2013-12-16,49.106346,-122.654492,"Langley Centre @ Bay 4, Langley City, BC V3A 4L9, Canada",2013,"Level2 ($200-$1.000)",7
359499,">60 Months",239491,385.04,NA,"Carvolth Exchange","Langley","Collisions with People",1999,"WF",2018-08-02,49.1603829,-122.6603426,"Carvolth Exchange, Langley Twp, BC V2Y 2C2, Canada",2018,"Level2 ($200-$1.000)",19
337168,">60 Months",206095,287.49,"Riverside Dr","Old Dollarton Rd","North Vancouver","Collisions with Other Vehicles",NA,"ELDRD",2015-04-30,49.307553,-123.01595,"Westbound Old Dollarton Rd @ Riverside Dr, North Vancouver, BC V7H 1A7, Canada",2015,"Level2 ($200-$1.000)",NA
336595,">60 Months",170884,0,"20 ST","7 AVE","New Westminster","Collisions with Other Vehicles",NA,NA,2011-01-08,49.2015763,-122.9467546,"20th St & 7th Ave, New Westminster, BC V3M 4W4, Canada",2011,"Level1 (<$200)",NA
336595,">60 Months",193448,0,"Cornwall Ave","Burrard St","Vancouver","Collisions with Other Vehicles",1996,"WF",2013-11-09,49.2724458,-123.1453138,"Burrard St & Cornwall Ave, Vancouver, BC V6J, Canada",2013,"Level1 (<$200)",17
336595,">60 Months",217035,0,NA,"Dunbar Loop","Vancouver","Collisions with Other Vehicles",2009,"NOV",2016-06-14,49.2347765,-123.1853515,"Dunbar Loop, Vancouver, BC V6N 1W5, Canada",2016,"Level1 (<$200)",7
253569,">60 Months",177864,238.93,"MARINE DR","FRASERVIEW","Vancouver","Collisions with Objects",NA,NA,2011-08-03,49.2088764,-123.0635632,"SE Marine Dr, Vancouver, BC, Canada",2011,"Level2 ($200-$1.000)",NA
288948,">60 Months",208724,1547.9,NA,"SFU Exchange","Burnaby","Collisions with Other Vehicles",2007,"WF",2015-08-10,49.2786311,-122.9129661,"SFU Transit Exchange, Burnaby, BC V5A, Canada",2015,"Level3 ($1.000-$10.000)",8
288948,">60 Months",218530,1955.53,"Begbie St","Columbia St","New Westminster","Collisions with Other Vehicles",2009,"NOV",2016-08-05,49.2018465,-122.9103971,"Columbia St & Begbie St, New Westminster, BC V3M 1B2, Canada",2016,"Level3 ($1.000-$10.000)",7
389973,">60 Months",183017,0,"Terminal Ave","Main St","Vancouver","Collisions with Other Vehicles",2008,"WF",2012-08-05,49.2728704,-123.0999316,"Main St & Terminal Ave, Vancouver, BC V6A, Canada",2012,"Level1 (<$200)",4
389973,">60 Months",225368,1680.98,"W Hastings St","Granville St","Vancouver","Collisions with Other Vehicles",2006,"WF",2017-02-22,49.2853053,-123.1138632,"Granville St & W Hastings St, Vancouver, BC V6C 1V4, Canada",2017,"Level3 ($1.000-$10.000)",11
389973,">60 Months",225942,0,NA,"UBC Loop","Vancouver","Collisions with Other Vehicles",2006,"WF",2017-04-18,49.3280242,-123.1556756,"1454 Marine Dr, West Vancouver, BC V7T 1B7, Canada",2017,"Level1 (<$200)",11
389974,">60 Months",208511,2168.92,"Main St","E Cordova St","Vancouver","Collisions with Other Vehicles",2007,"WF",2015-08-10,49.2822863,-123.0996086,"Main St & E Cordova St, Vancouver, BC V6A 2S7, Canada",2015,"Level3 ($1.000-$10.000)",8
389974,">60 Months",241167,179.13,"Prince Edward St","W Broadway","Vancouver","Collisions with Other Vehicles",2007,"WF",2018-09-27,49.2626444,-123.0960029,"Prince Edward St & E Broadway, Vancouver, BC V5T 1W6, Canada",2018,"Level1 (<$200)",11
389974,">60 Months",250153,0,"LAKEWOOD","BROADWAY","Vancouver","Collisions with Other Vehicles",2006,"WF",2019-08-01,49.262356,-123.062394,"Westbound E Broadway @ Lakewood Dr, Vancouver, BC V5N 1W6, Canada",2019,"Level1 (<$200)",13
389975,">60 Months",174121,1651.74,"FARBOX HUT","VTC","Vancouver","Collisions with Objects",NA,NA,2011-10-14,49.2827291,-123.1207375,"Vancouver, BC, Canada",2011,"Level3 ($1.000-$10.000)",NA
389975,">60 Months",175221,2236.64,"DAWSON","WILLINGDON AVE","Burnaby","Collisions with Other Vehicles",NA,NA,2011-11-17,49.2644452,-123.0032783,"Willingdon Ave & Dawson St, Burnaby, BC V5C 5J4, Canada",2011,"Level3 ($1.000-$10.000)",NA
389975,">60 Months",183643,275.41,"DUMFRIES","41ST AVE",NA,"Collisions with Objects",NA,NA,2012-09-06,49.2326559,-123.0742736,"Dumfries St & E 41st Ave, Vancouver, BC V5P, Canada",2012,"Level2 ($200-$1.000)",NA
389975,">60 Months",212147,2022.72,"W Broadway","MacDonald St","Vancouver","Collisions with Other Vehicles",2009,"NOV",2015-12-17,49.2640349,-123.1682213,"W Broadway & Macdonald St, Vancouver, BC V6K 2K2, Canada",2015,"Level3 ($1.000-$10.000)",6
389975,">60 Months",229005,898.34,NA,"Edmonds Bus Loop","Burnaby","Collisions with Objects",NA,"WF",2017-07-24,49.248321,-123.055908,"Nanaimo Station, Vancouver, BC V5R 1X5, Canada",2017,"Level2 ($200-$1.000)",NA
389975,">60 Months",240996,1259.44,"Deer Lake Ave","Deer Lake Pky","Burnaby","Collisions with Objects",2016,"WF",2018-09-28,49.2417947,-122.9756071,"Deer Lake Pkwy & Deer Lake Ave, Burnaby, BC V5G 2L8, Canada",2018,"Level3 ($1.000-$10.000)",2
389979,">60 Months",223040,1194.06,"Yukon St","W Broadway","Vancouver","Collisions with Other Vehicles",2009,"WF",2017-01-09,49.2632483,-123.112932,"W Broadway & Yukon St, Vancouver, BC V5Y 4A8, Canada",2017,"Level3 ($1.000-$10.000)",8
389951,">60 Months",175791,183.25,"NANTIONAL AVE","MAIN","Vancouver","Collisions with Other Vehicles",NA,NA,2012-01-23,49.2749718,-123.1000212,"Main St & National Ave, Vancouver, BC V6A 4L4, Canada",2012,"Level1 (<$200)",NA
389951,">60 Months",209562,378.11,"W 33rd Ave","Granville St","Vancouver","Collisions with Objects",2006,"WF",2015-09-16,49.2418674,-123.1393324,"Granville St & W 33rd Ave, Vancouver, BC V6H 3M2, Canada",2015,"Level2 ($200-$1.000)",9
389951,">60 Months",221285,3000,"Campbell Ave","Hastings","Vancouver","Collisions with Objects",2006,"WF",2016-11-15,49.281081,-123.084814,"E Hastings St & Campbell Ave, Vancouver, BC V6A 3Y1, Canada",2016,"Level3 ($1.000-$10.000)",10
389951,">60 Months",234484,0,"W 33rd Ave","Dunbar St","Vancouver","Collisions with Other Vehicles",2006,"WF",2018-02-01,49.242363,-123.185264,"Dunbar St & W 33rd Ave, Vancouver, BC V6N 2H5, Canada",2018,"Level1 (<$200)",12
241723,">60 Months",168686,247.01,"PENTICTION","BROADWAY","Burnaby","Collisions with Objects",NA,NA,2011-05-01,49.262111,-123.051889,"Westbound E Broadway @ Penticton St, Vancouver, BC V5M 4G6, Canada",2011,"Level2 ($200-$1.000)",NA
241723,">60 Months",180510,1289.07,"DOUGLAS ST","Canada Way","Burnaby","Collisions with Other Vehicles",2007,"NOV",2012-04-26,49.2490332,-122.9807269,"Douglas Rd & Canada Way, Burnaby, BC V5G 1L7, Canada",2012,"Level3 ($1.000-$10.000)",5
241723,">60 Months",181114,889.4,"VENABLES ST","RUPERT ST","Vancouver","Collisions with Other Vehicles",2009,"NOV",2012-05-19,49.2766331,-123.0336143,"Venables St & Rupert St, Vancouver, BC V5K 5A2, Canada",2012,"Level2 ($200-$1.000)",3
241723,">60 Months",189105,97.84,"Main St","W Broadway","Vancouver","Collisions with Other Vehicles",1998,"WF",2013-05-07,49.262831,-123.101345,"Eastbound E Broadway @ Main St, Vancouver, BC V5T 3E5, Canada",2013,"Level1 (<$200)",15
242198,">60 Months",185646,0,"Granville St","E Broadway","Vancouver","Collisions with Other Vehicles",1999,"WF",2012-12-03,49.2454569,-123.1392135,"Granville St, Vancouver, BC, Canada",2012,"Level1 (<$200)",13
242199,">60 Months",189464,1047.56,"Ladner Trunk Rd","57 Ave","Delta","Collisions with Other Vehicles",2008,"GMCCL",2013-05-23,49.0901612,-123.0652672,"Ladner Trunk Rd & 57 St, Delta, BC V4K, Canada",2013,"Level3 ($1.000-$10.000)",5
389953,">60 Months",182167,3454.04,"BURRARD STREET","PENDER STREET","Vancouver","Collisions with Other Vehicles",2006,"WF",2012-06-30,49.2865925,-123.117793,"Burrard St & W Pender St, Vancouver, BC V6C 1M2, Canada",2012,"Level3 ($1.000-$10.000)",6
389955,">60 Months",244225,0,"W 34 Ave","Granville St","Vancouver","Collisions with Objects",2008,"WF",2019-01-15,49.2409042,-123.1393635,"Granville St & W 34th Ave, Vancouver, BC V6M 3B3, Canada",2019,"Level1 (<$200)",11
389956,">60 Months",177761,0,"KINGSWAY","EARLES","Vancouver","Collisions with Other Vehicles",NA,NA,2011-06-23,49.2376699,-123.048817,"Earles St & Kingsway, Vancouver, BC V5R 5H4, Canada",2011,"Level1 (<$200)",NA
389956,">60 Months",177225,0,"METROTOWN LOOP","METROTOWN LOOP","Burnaby","Collisions with Other Vehicles",NA,NA,2011-07-25,49.2274141,-122.9999087,"4700 Kingsway, Burnaby, BC V5H 4N2, Canada",2011,"Level1 (<$200)",NA
389956,">60 Months",173566,228.43,"KOOTENAY LOOP","KOOTENAY LOOP","Burnaby","Collisions with Objects",NA,NA,2011-10-28,49.2812773,-123.0258455,"Kootenay Loop @ Bay 4, Vancouver, BC V5K, Canada, Canada",2011,"Level2 ($200-$1.000)",NA
389956,">60 Months",192205,3000,"Humphries Ave","Edmonds St","Burnaby","Collisions with Objects",2009,"NOV",2013-09-16,49.220908,-122.9469503,"Humphries Ave & Edmonds St, Burnaby, BC V3N 1B2, Canada",2013,"Level3 ($1.000-$10.000)",4
389956,">60 Months",192803,1699.56,"Lougheed Hwy","Delta Ave","Burnaby","Collisions with Objects",2009,"NOV",2013-10-08,49.2652286,-122.9921827,"Delta Ave & Lougheed Hwy, Burnaby, BC V5B, Canada",2013,"Level3 ($1.000-$10.000)",4
389956,">60 Months",196263,333.86,"Burke St","Willingdon Ave","Burnaby","Collisions with Other Vehicles",2009,"NOV",2014-03-10,49.2369515,-123.0034346,"Willingdon Ave & Burke St, Burnaby, BC V5G 3J2, Canada",2014,"Level2 ($200-$1.000)",5
389956,">60 Months",202575,342.58,"HALIFAX","WILLINGDON","Burnaby","Collisions with Objects",2009,"NOV",2014-12-05,49.2680289,-123.0032698,"Willingdon Ave & Halifax St, Burnaby, BC V5C 5R3, Canada",2014,"Level2 ($200-$1.000)",5
389956,">60 Months",254113,0,"ALDERBRIDGE","NO. 3 ROAD",NA,"Collisions with Other Vehicles",2016,"WF",2019-12-04,49.177294,-123.1365761,"Alderbridge Way & Number 3 Rd, Richmond, BC V6X, Canada",2019,"Level1 (<$200)",3
389957,">60 Months",208214,1006.44,"Kingsway","E 33rd Ave","Vancouver","Collisions with Other Vehicles",2007,"NOV",2015-07-26,49.240732,-123.0577128,"2355 E 30th Ave, Vancouver, BC V5R 2S2, Canada",2015,"Level3 ($1.000-$10.000)",8
389957,">60 Months",224164,1745.44,"Sprott St","Douglas Rd","Burnaby","Collisions with Objects",2000,"WF",2017-02-13,49.2499471,-122.9810781,"Sprott St & Douglas Rd, Burnaby, BC V5G 3P8, Canada",2017,"Level3 ($1.000-$10.000)",17
389958,">60 Months",223165,0,"Boundary Rd","Burke St","Burnaby","Collisions with Other Vehicles",2007,"NOV",2017-01-16,49.2369985,-123.0234325,"Burke St & Boundary Rd, Vancouver, BC V5R, Canada",2017,"Level1 (<$200)",10
389958,">60 Months",228501,2526.39,NA,"UBC Exchange","Vancouver","Collisions with Other Vehicles",2007,"NOV",2017-07-10,49.2675511,-123.2481004,"UBC Exchange, Greater Vancouver A, University Endowment Lands, BC V6T 2B9, Canada",2017,"Level3 ($1.000-$10.000)",10
389958,">60 Months",249667,0,"Alma St","W 41st Ave","Vancouver","Collisions with Objects",2009,"WF",2019-07-15,49.2347853,-123.1868566,"W 41st Ave & Alma St, Vancouver, BC V6N 3E8, Canada",2019,"Level1 (<$200)",10
389959,">60 Months",256313,1552.17,"Dunsmuir St","Granville St","Vancouver","Collisions with Other Vehicles",2006,"WF",2020-02-19,49.2836214,-123.1164681,"Granville St & Dunsmuir St, Vancouver, BC V7Y 1K4, Canada",2020,"Level3 ($1.000-$10.000)",14
389960,">60 Months",187398,376.68,"137 St","72 Ave","Surrey","Collisions with Other Vehicles",1999,"WF",2013-02-19,49.1335284,-122.8427847,"72 Ave & 137 St, Surrey, BC V3W, Canada",2013,"Level2 ($200-$1.000)",14
389960,">60 Months",203038,3000,"E Keith Rd","Mountain Hwy","North Vancouver","Collisions with Objects",2008,"NOV",2014-12-23,49.3131532,-123.0325913,"Mountain Hwy & Keith Rd, North Vancouver, BC V7J, Canada",2014,"Level3 ($1.000-$10.000)",6
389961,">60 Months",175782,3000,"ALMA","BROADWAY","Vancouver","Collisions with Other Vehicles",NA,NA,2012-01-18,49.2643679,-123.1858577,"W Broadway & Alma St, Vancouver, BC V6R 2B7, Canada",2012,"Level3 ($1.000-$10.000)",NA
389961,">60 Months",183252,893.36,"Alma St","W 10th Ave","Vancouver","Collisions with Other Vehicles",2007,"WF",2012-08-21,49.2634805,-123.1858885,"W 10th Ave & Alma St, Vancouver, BC V6R 2G3, Canada",2012,"Level2 ($200-$1.000)",5
389961,">60 Months",185411,97.84,"MAIN ST","E. PENDER ST","Vancouver","Collisions with Other Vehicles",2009,"NOV",2012-11-24,49.2803878,-123.0996944,"Main St & E Pender St, Vancouver, BC V6A 2V2, Canada",2012,"Level1 (<$200)",3
389961,">60 Months",204791,2835.75,"Fir St","W Broadway","Vancouver","Collisions with Objects",2009,"NOV",2015-03-12,49.263688,-123.1410694,"W Broadway & Fir St, Vancouver, BC V6J 1W9, Canada",2015,"Level3 ($1.000-$10.000)",6
389961,">60 Months",214944,198.2,"Wallace St","E 10th Ave","Vancouver","Collisions with Other Vehicles",2009,"WF",2016-03-16,49.2635657,-123.1908743,"W 10th Ave & Wallace St, Vancouver, BC V6R 3V6, Canada",2016,"Level1 (<$200)",7
389961,">60 Months",214633,382.13,"Fir St","W 4th Ave","Vancouver","Collisions with Objects",2009,"WF",2016-03-22,49.268011,-123.1408787,"Fir St & W 4th Ave, Vancouver, BC V6J 1L8, Canada",2016,"Level2 ($200-$1.000)",7
389962,">60 Months",196684,0,"E Georgia St","Granville St","Vancouver","Collisions with Other Vehicles",2006,"WF",2014-04-02,49.2824895,-123.1181328,"Granville St & W Georgia St, Vancouver, BC V7Y 1K4, Canada",2014,"Level1 (<$200)",8
389965,">60 Months",210451,2502.58,"W Hastings St","Seymour St","Vancouver","Collisions with Objects",2007,"NOV",2015-10-19,49.2846693,-123.1128815,"W Hastings St & Seymour St, Vancouver, BC V6B 1L6, Canada",2015,"Level3 ($1.000-$10.000)",8
389965,">60 Months",228329,0,"Cambie St","E Hastings St","Vancouver","Collisions with Other Vehicles",2007,"WF",2017-06-30,49.2825406,-123.1095738,"Cambie St & W Hastings St, Vancouver, BC V6B 2N4, Canada",2017,"Level1 (<$200)",10
389965,">60 Months",249330,0,"Main St","E Cordova St","Vancouver","Collisions with Objects",2008,"NOV",2019-07-03,49.2822863,-123.0996086,"Main St & E Cordova St, Vancouver, BC V6A 2S7, Canada",2019,"Level1 (<$200)",11
389965,">60 Months",257244,0,"Yukon St","W Broadway St","Vancouver","Collisions with Objects",2009,"WF",2020-03-03,49.2632483,-123.112932,"W Broadway & Yukon St, Vancouver, BC V5Y 4A8, Canada",2020,"Level1 (<$200)",11
389946,">60 Months",255627,0,"Bay 2","Newton Exchange","Surrey","Collisions with Other Vehicles",2018,"WF",2020-01-22,49.1333266,-122.8419757,"Newton Exchange Bay 2, Surrey, BC V3W 2P4, Canada",2020,"Level1 (<$200)",2
299676,">60 Months",178510,542.97,"IOCO RD","1 AVE","Coquitlam","Collisions with Objects",NA,NA,2011-06-19,49.2924753,-122.8526339,"Ioco Rd, Port Moody, BC V3H, Canada",2011,"Level2 ($200-$1.000)",NA
